 [antenna_pattern.dat]

  É” = 90.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
    15.000   -0.4560   -0.5286   -0.4895  -30.0000
    16.000   -0.5159   -0.6073   -0.5587  -30.0000
    17.000   -0.5796   -0.6915   -0.6326  -30.0000
    18.000   -0.6471   -0.7814   -0.7112  -30.0000
    19.000   -0.7184   -0.8769   -0.7945  -30.0000
    20.000   -0.7934   -0.9781   -0.8826  -30.0000
    21.000   -0.8724   -1.0850   -0.9753  -30.0000
    22.000   -0.9551   -1.1977   -1.0729  -30.0000
    23.000   -1.0417   -1.3163   -1.1752  -30.0000
    24.000   -1.1323   -1.4407   -1.2824  -30.0000
    25.000   -1.2267   -1.5711   -1.3945  -30.0000
    26.000   -1.3251   -1.7074   -1.5115  -30.0000
    27.000   -1.4275   -1.8499   -1.6334  -30.0000
    28.000   -1.5338   -1.9984   -1.7604  -30.0000
    29.000   -1.6442   -2.1532   -1.8923  -30.0000
    30.000   -1.7587   -2.3142   -2.0294  -30.0000
    31.000   -1.8773   -2.4815   -2.1715  -30.0000
    32.000   -2.0001   -2.6553   -2.3189  -30.0000
    33.000   -2.1270   -2.8357   -2.4715  -30.0000
    34.000   -2.2583   -3.0226   -2.6294  -29.6627
    35.000   -2.3938   -3.2162   -2.7927  -29.1983
    36.000   -2.5337   -3.4167   -2.9614  -28.7581
    37.000   -2.6781   -3.6240   -3.1357  -28.3408
    38.000   -2.8270   -3.8384   -3.3155  -27.9456
    39.000   -2.9805   -4.0599   -3.5009  -27.5716
    40.000   -3.1387   -4.2887   -3.6922  -27.2180
    41.000   -3.3016   -4.5248   -3.8892  -26.8841
    42.000   -3.4694   -4.7685   -4.0922  -26.5694
    43.000   -3.6422   -5.0198   -4.3013  -26.2734
    44.000   -3.8201   -5.2789   -4.5165  -25.9956
    45.000   -4.0032   -5.5460   -4.7380  -25.7356
    46.000   -4.1916   -5.8211   -4.9659  -25.4931
    47.000   -4.3856   -6.1045   -5.2003  -25.2679
    48.000   -4.5853   -6.3963   -5.4415  -25.0598
    49.000   -4.7908   -6.6967   -5.6894  -24.8687
    50.000   -5.0024   -7.0059   -5.9444  -24.6945
    51.000   -5.2203   -7.3240   -6.2065  -24.5371
    52.000   -5.4446   -7.6512   -6.4760  -24.3967
    53.000   -5.6758   -7.9877   -6.7531  -24.2734
    54.000   -5.9140   -8.3337   -7.0380  -24.1673
    55.000   -6.1595   -8.6893   -7.3309  -24.0787
    56.000   -6.4128   -9.0548   -7.6320  -24.0079
    57.000   -6.6742   -9.4303   -7.9418  -23.9554
    58.000   -6.9440   -9.8160   -8.2604  -23.9216
    59.000   -7.2228  -10.2121   -8.5882  -23.9072
    60.000   -7.5111  -10.6187   -8.9255  -23.9129
    61.000   -7.8094  -11.0358   -9.2727  -23.9395
    62.000   -8.1184  -11.4637   -9.6302  -23.9880
    63.000   -8.4388  -11.9024   -9.9985  -24.0597
    64.000   -8.7714  -12.3519  -10.3781  -24.1558
    65.000   -9.1170  -12.8121  -10.7695  -24.2781
    66.000   -9.4768  -13.2830  -11.1734  -24.4283
    67.000   -9.8517  -13.7643  -11.5902  -24.6088
    68.000  -10.2432  -14.2558  -12.0209  -24.8222
    69.000  -10.6527  -14.7569  -12.4663  -25.0717
    70.000  -11.0819  -15.2672  -12.9271  -25.3612
    71.000  -11.5329  -15.7858  -13.4045  -25.6952
    72.000  -12.0079  -16.3118  -13.8996  -26.0795
    73.000  -12.5096  -16.8438  -14.4137  -26.5212
    74.000  -13.0414  -17.3802  -14.9482  -27.0294
    75.000  -13.6069  -17.9190  -15.5049  -27.6156
    76.000  -14.2110  -18.4579  -16.0856  -28.2948
    77.000  -14.8594  -18.9938  -16.6926  -29.0876
    78.000  -15.5590  -19.5235  -17.3285  -30.0000
    79.000  -16.3189  -20.0429  -17.9963  -30.0000
    80.000  -17.1506  -20.5473  -18.6997  -30.0000
    81.000  -18.0693  -21.0316  -19.4430  -30.0000
    82.000  -19.0956  -21.4899  -20.2314  -30.0000
    83.000  -20.2583  -21.9162  -21.0714  -30.0000
    84.000  -21.5998  -22.3037  -21.9711  -30.0000
    85.000  -23.1856  -22.6461  -22.9407  -30.0000
    86.000  -25.1256  -22.9367  -23.9932  -30.0000
    87.000  -27.6257  -23.1698  -25.1462  -30.0000
    88.000  -30.0000  -23.3402  -26.4231  -30.0000
    89.000  -30.0000  -23.4441  -27.8573  -30.0000
    90.000  -30.0000  -23.4790  -29.4968  -29.4968




