 [antenna_current.dat]

     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
    31   0.00355046   0.00109338   0.00371501        17.12
    32   0.00361523   0.00136500   0.00386434        20.68
    33   0.00362136   0.00162333   0.00396856        24.15
    34   0.00356981   0.00186585   0.00402802        27.59
    35   0.00346197   0.00209011   0.00404398        31.12
    36   0.00329970   0.00229383   0.00401866        34.81
    37   0.00308532   0.00247490   0.00395530        38.73
    38   0.00282160   0.00263150   0.00385827        43.00
    39   0.00251171   0.00276206   0.00373332        47.72
    40   0.00215915   0.00286531   0.00358775        53.00
    41   0.00176767   0.00294027   0.00343072        58.99
    42   0.00134102   0.00298616   0.00327345        65.82
    43   0.00088294   0.00300239   0.00312953        73.61
    44   0.00039524   0.00298781   0.00301384        82.46
    45  -0.00011586   0.00294257   0.00294485        92.25
    46  -0.00067908   0.00285440   0.00293407       103.38
    47  -0.00147501   0.00268906   0.00306703       118.75
    48  -0.00229297   0.00247100   0.00337099       132.86
    49   0.00305006  -0.00220884   0.00376588       -35.91
    50   0.00355054  -0.00199054   0.00407045       -29.28
    51   0.00150193   0.00121458   0.00193158        38.96
    52   0.00181300   0.00141736   0.00230128        38.02
    53   0.00208787   0.00161763   0.00264120        37.77
    54   0.00233017   0.00181533   0.00295383        37.92
    55   0.00253334   0.00200371   0.00322997        38.34
    56   0.00269495   0.00217883   0.00346555        38.95
    57   0.00281291   0.00233704   0.00365708        39.72
    58   0.00288584   0.00247524   0.00380196        40.62
    59   0.00291287   0.00259073   0.00389830        41.65
    60   0.00289365   0.00268121   0.00394488        42.82
    61   0.00282826   0.00274474   0.00394115        44.14
    62   0.00271721   0.00277975   0.00388719        45.65
    63   0.00256140   0.00278503   0.00378381        47.40
    64   0.00236208   0.00275972   0.00363256        49.44
    65   0.00212073   0.00270325   0.00343585        51.89
    66   0.00183898   0.00261532   0.0031
