 [antenna_current.dat]

     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
   136  -0.00164119  -0.00238594   0.00289589       235.48
   137  -0.00167524  -0.00250960   0.00301737       236.28
   138  -0.00168197  -0.00260033   0.00309689       237.10
   139  -0.00166071  -0.00265670   0.00313305       237.99
   140  -0.00161109  -0.00267763   0.00312495       238.97
   141  -0.00153298  -0.00266241   0.00307221       240.07
   142  -0.00142652  -0.00261068   0.00297500       241.35
   143  -0.00129201  -0.00252240   0.00283404       242.88
   144  -0.00112997  -0.00239788   0.00265079       244.77
   145  -0.00094056  -0.00223723   0.00242690       247.20
   146  -0.00072582  -0.00204278   0.00216789       250.44
   147  -0.00047691  -0.00180570   0.00186762       255.21
   148  -0.00017833  -0.00151480   0.00152526       -96.71
   149   0.00012226  -0.00121491   0.00122105       -84.25
   150   0.00046105  -0.00087417   0.00098830       -62.19
   151   0.00079491  -0.00052073   0.00095029       -33.23
   152   0.00108022  -0.00018556   0.00109604        -9.75
   153   0.00135398   0.00016325   0.00136378         6.87
   154   0.00157003   0.00047425   0.00164010        16.81
   155   0.00174044   0.00076238   0.00190009        23.66
   156   0.00187505   0.00103597   0.00214221        28.92
   157   0.00197248   0.00129115   0.00235749        33.21
   158   0.00203342   0.00152621   0.00254246        36.89
   159   0.00205830   0.00173897   0.00269455        40.19
   160   0.00204788   0.00192736   0.00281221        43.26
   161   0.00200321   0.00208949   0.00289462        46.21
   162   0.00192564   0.00222365   0.00294155        49.11
   163   0.00181688   0.00232840   0.00295338        52.03
   164   0.00167894   0.00240258   0.00293107        55.05
   165   0.00151416   0.00244537   0.00287620        58.23
   166   0.00132521   0.00245630   0.00279098        61.65
   167   0.00111500   0.00243527   0.00267839        65.40
   168   0.00088671   0.00238255   0.00254220        69.59
   169   0.00064373   0.00229879   0.00238722        74.36
   170   0.00038963   0.00218503   0.00221950        79.89
   171   0.00012810   0.00204266   0.00204667        86.41
   172  -0.00013707   0.00187344   0.00187844        94.18
   173  -0.00040207   0.00167944   0.00172690       103.46
   174  -0.00066308   0.00146306   0.00160631       114.38
   175  -0.00091634   0.00122698   0.00153139       126.75
   176  -0.00115819   0.00097412   0.00151338       139.93
   177  -0.00138515   0.00070760   0.00155542       152.94
   178  -0.00159388   0.00043071   0.00165105       164.88
   179  -0.00178133   0.00014690   0.00178737       175.29
   180  -0.00194468  -0.00014035   0.00194973       184.13
   181  -0.00208144  -0.00042747   0.00212488       191.61
   182  -0.00218946  -0.00071094   0.00230200       197.99
   183  -0.00226695  -0.00098728   0.00247261       203.53
   184  -0.00231249  -0.00125312   0.00263019       208.45
   185  -0.00232508  -0.00150522   0.00276978       212.92
   186  -0.00230411  -0.00174055   0.00288763       217.07
   187  -0.00224937  -0.00195631   0.00298107       221.01
   188  -0.00216106  -0.00214996   0.00304836       224.85
   189  -0.00203975  -0.00231926   0.00308862       228.67
   190  -0.00188638  -0.00246228   0.00310181       232.54
   191  -0.00170218  -0.00257740   0.00308875       236.56
   192  -0.00148864  -0.00266330   0.00305110       240.80
   193  -0.00124737  -0.00271888   0.00299136       245.36
   194  -0.00098008  -0.00274321   0.00291303       250.34
   195  -0.00068758  -0.00273489   0.00281999       255.89
   196  -0.00037302  -0.00269345   0.00271916       262.12
   197  -0.00002201  -0.00260958   0.00260967       269.52
   198   0.00038107  -0.00248145   0.00251054       -81.27
   199   0.00076904  -0.00233438   0.00245780       -71.77
   200   0.00119591  -0.00213931   0.00245089       -60.79
   201   0.00142329  -0.00333399   0.00362509       -66.88
   202   0.00155907  -0.00319559   0.00355563       -63.99
   203   0.00177966  -0.00291935   0.00341903       -58.63
   204   0.00199972  -0.00258117   0.00326517       -52.23
   205   0.00221872  -0.00218087   0.00311110       -44.51
   206   0.00242658  -0.00172665   0.00297819       -35.43
   207   0.00261751  -0.00122269   0.00288900       -25.04
   208   0.00278653  -0.00067245   0.00286652       -13.57
   209   0.00292979  -0.00007463   0.00293074        -1.46
   210   0.00304425   0.00056429   0.00309611        10.50
   211   0.00312761   0.00131305   0.00339206        22.77
   212   0.00317826   0.00192630   0.00371645        31.22
   213   0.00319525   0.00411590   0.00521059        52.18
   214   0.00317826   0.00192630   0.00371645        31.22
   215   0.00312761   0.00131305   0.00339206        22.77
   216   0.00304425   0.00056429   0.00309611        10.50
   217   0.00292979  -0.00007463   0.00293074        -1.46
   218   0.00278653  -0.00067245   0.00286652       -13.57
   219   0.00261751  -0.00122269   0.00288900       -25.04
   220   0.00242658  -0.00172665   0.00297819       -35.43
   221   0.00221872  -0.00218087   0.00311110       -44.51
   222   0.00199972  -0.00258117   0.00326517       -52.23
   223   0.00177966  -0.00291935   0.00341904       -58.63
   224   0.00155907  -0.00319559   0.00355563       -63.99
   225   0.00142329  -0.00333399   0.00362509       -66.88



     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
     1  -0.00162163   0.00193951   0.00252812       129.90
     2  -0.00195098   0.00173428   0.00261037       138.37
     3  -0.00218668   0.00157123   0.00269264       144.30
     4  -0.00092019  -0.00190276   0.00211358      -115.81
     5  -0.00112031  -0.00208091   0.00236332      -118.30
     6  -0.00129750  -0.00224428   0.00259235      -120.03
     7  -0.00145383  -0.00239261   0.00279967      -121.28
     8  -0.00158517  -0.00251988   0.00297701      -122.17
     9  -0.00169010  -0.00262291   0.00312027      -122.80
    10  -0.00176749  -0.00269898   0.00322623      -123.22
    11  -0.00181676  -0.00274608   0.00329266      -123.49
    12  -0.00183771  -0.00276275   0.00331812      -123.63
    13  -0.00183053  -0.00274805   0.00330191      -123.67
    14  -0.00179577  -0.00270157   0.00324396      -123.61
    15  -0.00173432  -0.00262340   0.00314485      -123.47
    16  -0.00164740  -0.00251410   0.00300576      -123.24
    17  -0.00153656  -0.00237468   0.00282845      -122.91
    18  -0.00140364  -0.00220661   0.00261522      -122.46
    19  -0.00125077  -0.00201175   0.00236888      -121.87
    20  -0.00108030  -0.00179236   0.00209274      -121.08
    21  -0.00089482  -0.00155101   0.00179062      -119.98
    22  -0.00069713  -0.00129061   0.00146686      -118.38
    23  -0.00049014  -0.00101435   0.00112656      -115.79
    24  -0.00027690  -0.00072560   0.00077664      -110.89
    25  -0.00006054  -0.00042796   0.00043222       -98.05
    26   0.00015577  -0.00012514   0.00019981       -38.78
    27   0.00036887   0.00017908   0.00041005        25.90
    28   0.00057565   0.00048085   0.00075006        39.87
    29   0.00077306   0.00077635   0.00109560        45.12
    30   0.00095819   0.00106182   0.00143024        47.94
    31   0.00112825   0.00133361   0.00174685        49.77
    32   0.00128067   0.00158824   0.00204025        51.12
    33   0.00141309   0.00182239   0.00230606        52.21
    34   0.00152339   0.00203300   0.00254043        53.15
    35   0.00160971   0.00221730   0.00274000        54.02
    36   0.00167050   0.00237278   0.00290184        54.85
    37   0.00170448   0.00249730   0.00302353        55.69
    38   0.00171068   0.00258905   0.00310316        56.55
    39   0.00168844   0.00264658   0.00313930        57.46
    40   0.00163738   0.00266880   0.00313106        58.47
    41   0.00155740   0.00265501   0.00307808        59.60
    42   0.00144864   0.00260482   0.00298055        60.92
    43   0.00131144   0.00251818   0.00283921        62.49
    44   0.00114634   0.00239540   0.00265556        64.43
    45   0.00095350   0.00223658   0.00243135        66.91
    46   0.00073503   0.00204404   0.00217219        70.22
    47   0.00048196   0.00180904   0.00187214        75.08
    48   0.00017858   0.00152049   0.00153094        83.30
    49  -0.00012675   0.00122286   0.00122941        95.92
    50  -0.00047067   0.00088458   0.00100200       118.02
    51  -0.00080953   0.00053342   0.00096948       146.62
    52  -0.00109919   0.00020001   0.00111724       169.69
    53  -0.00137716  -0.00014727   0.00138501       186.10
    54  -0.00159658  -0.00045726   0.00166076      -164.02
    55  -0.00176967  -0.00074480   0.00192001      -157.18
    56  -0.00190642  -0.00101814   0.00216126      -151.90
    57  -0.00200542  -0.00127340   0.00237555      -147.59
    58  -0.00206734  -0.00150886   0.00255941      -143.88
    59  -0.00209264  -0.00172230   0.00271025      -140.54
    60  -0.00208207  -0.00191164   0.00282655      -137.44
    61  -0.00203669  -0.00207495   0.00290750      -134.47
    62  -0.00195789  -0.00221050   0.00295290      -131.53
    63  -0.00184737  -0.00231681   0.00296318      -128.57
    64  -0.00170721  -0.00239272   0.00293933      -125.51
    65  -0.00153976  -0.00243735   0.00288297      -122.28
    66  -0.00134774  -0.00245021   0.00279641      -118.81
    67  -0.00113412  -0.00243116   0.00268268      -115.01
    68  -0.00090212  -0.00238046   0.00254566      -110.76
    69  -0.00065520  -0.00229871   0.00239026      -105.91
    70  -0.00039698  -0.00218692   0.00222266      -100.29
    71  -0.00013121  -0.00204646   0.00205066       -93.67
    72   0.00013824  -0.00187906   0.00188414       -85.79
    73   0.00040751  -0.00168677   0.00173530       -76.42
    74   0.00067271  -0.00147197   0.00161840       -65.44
    75   0.00093001  -0.00123730   0.00154785       -53.07
    76   0.00117571  -0.00098568   0.00153423       -39.98
    77   0.00140624  -0.00072022   0.00157994       -27.12
    78   0.00161824  -0.00044419   0.00167810       -15.35
    79   0.00180858  -0.00016102   0.00181573        -5.09
    80   0.00197442   0.00012578   0.00197842         3.65
    81   0.00211322   0.00041269   0.00215314        11.05
    82   0.00222280   0.00069616   0.00232927        17.39
    83   0.00230134   0.00097272   0.00249847        22.91
    84   0.00234741   0.00123898   0.00265432        27.83
    85   0.00236000   0.00149170   0.00279191        32.30
    86   0.00233849   0.00172786   0.00290758        36.46
    87   0.00228269   0.00194462   0.00299870        40.43
    88   0.00219279   0.00213944   0.00306359        44.29
    89   0.00206940   0.00231007   0.00310143        48.15
    90   0.00191347   0.00245455   0.00311226        52.06
    91   0.00172627   0.00257125   0.00309699        56.12
    92   0.00150932   0.00265885   0.00305738        60.42
    93   0.00126428   0.00271623   0.00299605        65.04
    94   0.00099289   0.00274243   0.00291663        70.10
    95   0.00069597   0.00273605   0.00282318        75.73
    96   0.00037677   0.00269661   0.00272281        82.05
    97   0.00002069   0.00261487   0.00261496        89.55
    98  -0.00038807   0.00248912   0.00251919        98.86
    99  -0.00078141   0.00234426   0.00247106       108.43
   100  -0.00121401   0.00215155   0.00247042       119.43
   101   0.00162163  -0.00193951   0.00252812       -50.10
   102   0.00195098  -0.00173428   0.00261037       -41.63
   103   0.00218668  -0.00157123   0.00269264       -35.70
   104   0.00092019   0.00190276   0.00211358        64.19
   105   0.00112031   0.00208091   0.00236332        61.70
   106   0.00129750   0.00224428   0.00259235        59.97
   107   0.00145383   0.00239261   0.00279967        58.72
   108   0.00158517   0.00251988   0.00297701        57.83
   109   0.00169010   0.00262291   0.00312027        57.20
   110   0.00176749   0.00269898   0.00322623        56.78
   111   0.00181676   0.00274608   0.00329266        56.51
   112   0.00183771   0.00276275   0.00331812        56.37
   113   0.00183053   0.00274805   0.00330191        56.33
   114   0.00179577   0.00270157   0.00324396        56.39
   115   0.00173432   0.00262340   0.00314485        56.53
   116   0.00164740   0.00251410   0.00300576        56.76
   117   0.00153656   0.00237468   0.00282845        57.09
   118   0.00140364   0.00220661   0.00261522        57.54
   119   0.00125077   0.00201175   0.00236888        58.13
   120   0.00108030   0.00179236   0.00209274        58.92
   121   0.00089482   0.00155101   0.00179062        60.02
   122   0.00069713   0.00129061   0.00146686        61.62
   123   0.00049014   0.00101435   0.00112656        64.21
   124   0.00027690   0.00072560   0.00077664        69.11
   125   0.00006054   0.00042796   0.00043222        81.95
   126  -0.00015577   0.00012514   0.00019981       141.22
   127  -0.00036887  -0.00017908   0.00041005       205.90
   128  -0.00057565  -0.00048085   0.00075006       219.87
   129  -0.00077306  -0.00077635   0.00109560       225.12
   130  -0.00095819  -0.00106182   0.00143024       227.94
   131  -0.00112825  -0.00133361   0.00174685       229.77
   132  -0.00128067  -0.00158824   0.00204025       231.12
   133  -0.00141309  -0.00182239   0.00230606       232.21
   134  -0.00152339  -0.00203300   0.00254043       233.15
   135  -0.00160971  -0.00221730   0.00274000       234.02
   136  -0.00167050  -0.00237278   0.00290184       234.85
   137  -0.00170448  -0.00249730   0.00302353       235.69
   138  -0.00171068  -0.00258905   0.00310316       236.55
   139  -0.00168844  -0.00264658   0.00313930       237.46
   140  -0.00163738  -0.00266880   0.00313106       238.47
   141  -0.00155740  -0.00265501   0.00307808       239.60
   142  -0.00144864  -0.00260482   0.00298055       240.92
   143  -0.00131144  -0.00251818   0.00283921       242.49
   144  -0.00114634  -0.00239540   0.00265556       244.43
   145  -0.00095350  -0.00223658   0.00243135       246.91
   146  -0.00073503  -0.00204404   0.00217219       250.22
   147  -0.00048196  -0.00180904   0.00187214       255.08
   148  -0.00017858  -0.00152049   0.00153094       -96.70
   149   0.00012675  -0.00122286   0.00122941       -84.08
   150   0.00047067  -0.00088458   0.00100200       -61.98
   151   0.00080953  -0.00053342   0.00096948       -33.38
   152   0.00109919  -0.00020001   0.00111724       -10.31
   153   0.00137716   0.00014727   0.00138501         6.10
   154   0.00159658   0.00045726   0.00166076        15.98
   155   0.00176967   0.00074480   0.00192001        22.82
   156   0.00190642   0.00101814   0.00216126        28.10
   157   0.00200542   0.00127340   0.00237555        32.41
   158   0.00206734   0.00150886   0.00255941        36.12
   159   0.00209264   0.00172230   0.00271025        39.46
   160   0.00208207   0.00191164   0.00282655        42.56
   161   0.00203669   0.00207495   0.00290750        45.53
   162   0.00195789   0.00221050   0.00295290        48.47
   163   0.00184737   0.00231681   0.00296318        51.43
   164   0.00170721   0.00239272   0.00293933        54.49
   165   0.00153976   0.00243735   0.00288297        57.72
   166   0.00134774   0.00245021   0.00279641        61.19
   167   0.00113412   0.00243116   0.00268268        64.99
   168   0.00090212   0.00238046   0.00254566        69.24
   169   0.00065520   0.00229871   0.00239026        74.09
   170   0.00039698   0.00218692   0.00222266        79.71
   171   0.00013121   0.00204646   0.00205066        86.33
   172  -0.00013824   0.00187906   0.00188414        94.21
   173  -0.00040751   0.00168677   0.00173530       103.58
   174  -0.00067271   0.00147197   0.00161840       114.56
   175  -0.00093001   0.00123730   0.00154785       126.93
   176  -0.00117571   0.00098568   0.00153423       140.02
   177  -0.00140624   0.00072022   0.00157994       152.88
   178  -0.00161824   0.00044419   0.00167810       164.65
   179  -0.00180858   0.00016102   0.00181573       174.91
   180  -0.00197442  -0.00012578   0.00197842       183.65
   181  -0.00211322  -0.00041269   0.00215314       191.05
   182  -0.00222280  -0.00069616   0.00232927       197.39
   183  -0.00230134  -0.00097272   0.00249847       202.91
   184  -0.00234741  -0.00123898   0.00265432       207.83
   185  -0.00236000  -0.00149170   0.00279191       212.30
   186  -0.00233849  -0.00172786   0.00290758       216.46
   187  -0.00228269  -0.00194462   0.00299870       220.43
   188  -0.00219279  -0.00213944   0.00306359       224.29
   189  -0.00206940  -0.00231007   0.00310143       228.15
   190  -0.00191347  -0.00245455   0.00311226       232.06
   191  -0.00172627  -0.00257125   0.00309699       236.12
   192  -0.00150932  -0.00265885   0.00305738       240.42
   193  -0.00126428  -0.00271623   0.00299605       245.04
   194  -0.00099289  -0.00274243   0.00291663       250.10
   195  -0.00069597  -0.00273605   0.00282318       255.73
   196  -0.00037677  -0.00269661   0.00272281       262.05
   197  -0.00002069  -0.00261487   0.00261496       269.55
   198   0.00038807  -0.00248912   0.00251919       -81.14
   199   0.00078141  -0.00234426   0.00247106       -71.57
   200   0.00121401  -0.00215155   0.00247042       -60.57
   201   0.00143737  -0.00333464   0.00363124       -66.68
   202   0.00157495  -0.00319662   0.00356354       -63.77
   203   0.00179846  -0.00292088   0.00343016       -58.38
   204   0.00202146  -0.00258307   0.00328002       -51.95
   205   0.00224340  -0.00218302   0.00313025       -44.22
   206   0.00245408  -0.00172890   0.00300193       -35.16
   207   0.00264759  -0.00122491   0.00291722       -24.83
   208   0.00281893  -0.00067448   0.00289849       -13.46
   209   0.00296415  -0.00007632   0.00296513        -1.47
   210   0.00308017   0.00056308   0.00313122        10.36
   211   0.00316468   0.00131252   0.00342606        22.53
   212   0.00321603   0.00192637   0.00374883        30.92
   213   0.00323325   0.00411836   0.00523591        51.87
   214   0.00321603   0.00192637   0.00374883        30.92
   215   0.00316468   0.00131252   0.00342606        22.53
   216   0.00308017   0.00056308   0.00313122        10.36
   217   0.00296415  -0.00007632   0.00296513        -1.47
   218   0.00281893  -0.00067448   0.00289849       -13.46
   219   0.00264759  -0.00122491   0.00291722       -24.83
   220   0.00245408  -0.00172890   0.00300193       -35.16
   221   0.00224340  -0.00218302   0.00313025       -44.22
   222   0.00202146  -0.00258307   0.00328002       -51.95
   223   0.00179846  -0.00292088   0.00343016       -58.38
   224   0.00157495  -0.00319662   0.00356354       -63.77
   225   0.00143737  -0.00333464   0.00363124       -66.68



     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
     1  -0.00164529   0.00195457   0.00255486       130.09
     2  -0.00197897   0.00175090   0.00264234       138.50
     3  -0.00221774   0.00158887   0.00272817       144.38
     4  -0.00093932  -0.00188565   0.00210666      -116.48
     5  -0.00114198  -0.00206350   0.00235842      -118.96
     6  -0.00132135  -0.00222688   0.00258939      -120.68
     7  -0.00147952  -0.00237550   0.00279857      -121.92
     8  -0.00161232  -0.00250334   0.00297763      -122.78
     9  -0.00171827  -0.00260719   0.00312249      -123.39
    10  -0.00179625  -0.00268432   0.00322988      -123.79
    11  -0.00184566  -0.00273269   0.00329758      -124.04
    12  -0.00186631  -0.00275080   0.00332415      -124.16
    13  -0.00185840  -0.00273770   0.00330887      -124.17
    14  -0.00182247  -0.00269295   0.00325167      -124.09
    15  -0.00175945  -0.00261661   0.00315314      -123.92
    16  -0.00167058  -0.00250921   0.00301445      -123.65
    17  -0.00155743  -0.00237173   0.00283738      -123.29
    18  -0.00142189  -0.00220562   0.00262422      -122.81
    19  -0.00126611  -0.00201270   0.00237781      -122.17
    20  -0.00109250  -0.00179521   0.00210150      -121.32
    21  -0.00090371  -0.00155570   0.00179913      -120.15
    22  -0.00070255  -0.00129706   0.00147510      -118.44
    23  -0.00049201  -0.00102243   0.00113466      -115.70
    24  -0.00027519  -0.00073521   0.00078502      -110.52
    25  -0.00005528  -0.00043894   0.00044240       -97.18
    26   0.00016452  -0.00013732   0.00021430       -39.85
    27   0.00038099   0.00016586   0.00041553        23.52
    28   0.00059095   0.00046677   0.00075306        38.30
    29   0.00079132   0.00076161   0.00109828        43.90
    30   0.00097913   0.00104661   0.00143321        46.91
    31   0.00115156   0.00131814   0.00175031        48.86
    32   0.00130601   0.00157270   0.00204427        50.29
    33   0.00144008   0.00180698   0.00231063        51.45
    34   0.00155161   0.00201792   0.00254549        52.44
    35   0.00163875   0.00220274   0.00274546        53.35
    36   0.00169989   0.00235893   0.00290761        54.22
    37   0.00173378   0.00248433   0.00302950        55.09
    38   0.00173943   0.00257712   0.00310921        55.98
    39   0.00171618   0.00263585   0.00314531        56.93
    40   0.00166366   0.00265943   0.00313693        57.97
    41   0.00158178   0.00264712   0.00308371        59.14
    42   0.00147071   0.00259854   0.00298586        60.49
    43   0.00133079   0.00251362   0.00284417        62.10
    44   0.00116260   0.00239266   0.00266016        64.08
    45   0.00096631   0.00223577   0.00243566        66.63
    46   0.00074409   0.00204525   0.00217640        70.01
    47   0.00048685   0.00181242   0.00187667        74.96
    48   0.00017865   0.00152635   0.00153677        83.32
    49  -0.00013141   0.00123109   0.00123809        96.09
    50  -0.00048046   0.00089540   0.00101616       118.22
    51  -0.00082434   0.00054664   0.00098911       146.45
    52  -0.00111835   0.00021508   0.00113885       169.11
    53  -0.00140052  -0.00013059   0.00140659       185.33
    54  -0.00162330  -0.00043949   0.00168174      -164.85
    55  -0.00179908  -0.00072639   0.00194019      -158.01
    56  -0.00193797  -0.00099944   0.00218050      -152.72
    57  -0.00203852  -0.00125477   0.00239374      -148.39
    58  -0.00210142  -0.00149062   0.00257642      -144.65
    59  -0.00212712  -0.00170475   0.00272595      -141.29
    60  -0.00211639  -0.00189506   0.00284084      -138.16
    61  -0.00207029  -0.00205959   0.00292028      -135.15
    62  -0.00199022  -0.00219659   0.00296411      -132.18
    63  -0.00187793  -0.00230454   0.00297280      -129.18
    64  -0.00173551  -0.00238224   0.00294738      -126.07
    65  -0.00156537  -0.00242880   0.00288954      -122.80
    66  -0.00137026  -0.00244368   0.00280164      -119.28
    67  -0.00115320  -0.00242672   0.00268679      -115.42
    68  -0.00091746  -0.00237813   0.00254897      -111.10
    69  -0.00066657  -0.00229850   0.00239320      -106.17
    70  -0.00040420  -0.00218879   0.00222580      -100.46
    71  -0.00013418  -0.00205036   0.00205474       -93.74
    72   0.00013958  -0.00188489   0.00189005       -85.76
    73   0.00041313  -0.00169442   0.00174405       -76.30
    74   0.00068253  -0.00148129   0.00163097       -65.26
    75   0.00094390  -0.00124814   0.00156486       -52.90
    76   0.00119344  -0.00099785   0.00155564       -39.90
    77   0.00142756  -0.00073352   0.00160499       -27.20
    78   0.00164282  -0.00045842   0.00170558       -15.59
    79   0.00183605  -0.00017597   0.00184447        -5.47
    80   0.00200437   0.00011036   0.00200741         3.15
    81   0.00214520   0.00039701   0.00218163        10.49
    82   0.00225632   0.00068046   0.00235669        16.78
    83   0.00233590   0.00095722   0.00252442        22.28
    84   0.00238248   0.00122391   0.00267846        27.19
    85   0.00239504   0.00147728   0.00281400        31.67
    86   0.00237297   0.00171429   0.00292742        35.85
    87   0.00231607   0.00193210   0.00301615        39.84
    88   0.00222456   0.00212815   0.00307858        43.73
    89   0.00209905   0.00230017   0.00311397        47.62
    90   0.00194053   0.00244619   0.00312243        51.58
    91   0.00175030   0.00256458   0.00310494        55.69
    92   0.00152991   0.00265398   0.00306337        60.04
    93   0.00128106   0.00271326   0.00300048        64.73
    94   0.00100553   0.00274144   0.00292003        69.86
    95   0.00070418   0.00273713   0.00282626        75.57
    96   0.00038032   0.00269982   0.00272647        81.98
    97   0.00001916   0.00262034   0.00262041        89.58
    98  -0.00039529   0.00249711   0.00252820        99.00
    99  -0.00079401   0.00235460   0.00248487       108.63
   100  -0.00123234   0.00216440   0.00249064       119.66
   101   0.00164529  -0.00195457   0.00255486       -49.91
   102   0.00197897  -0.00175090   0.00264234       -41.50
   103   0.00221774  -0.00158887   0.00272817       -35.62
   104   0.00093932   0.00188565   0.00210666        63.52
   105   0.00114198   0.00206350   0.00235842        61.04
   106   0.00132135   0.00222688   0.00258939        59.32
   107   0.00147952   0.00237550   0.00279857        58.08
   108   0.00161232   0.00250334   0.00297763        57.22
   109   0.00171827   0.00260719   0.00312249        56.61
   110   0.00179625   0.00268432   0.00322988        56.21
   111   0.00184566   0.00273269   0.00329758        55.96
   112   0.00186631   0.00275080   0.00332415        55.84
   113   0.00185840   0.00273770   0.00330887        55.83
   114   0.00182247   0.00269295   0.00325167        55.91
   115   0.00175945   0.00261661   0.00315314        56.08
   116   0.00167058   0.00250921   0.00301445        56.35
   117   0.00155743   0.00237173   0.00283738        56.71
   118   0.00142189   0.00220562   0.00262422        57.19
   119   0.00126611   0.00201270   0.00237781        57.83
   120   0.00109250   0.00179521   0.00210150        58.68
   121   0.00090371   0.00155570   0.00179913        59.85
   122   0.00070255   0.00129706   0.00147510        61.56
   123   0.00049201   0.00102243   0.00113466        64.30
   124   0.00027519   0.00073521   0.00078502        69.48
   125   0.00005528   0.00043894   0.00044240        82.82
   126  -0.00016452   0.00013732   0.00021430       140.15
   127  -0.00038099  -0.00016586   0.00041553       203.52
   128  -0.00059095  -0.00046677   0.00075306       218.30
   129  -0.00079132  -0.00076161   0.00109828       223.90
   130  -0.00097913  -0.00104661   0.00143321       226.91
   131  -0.00115156  -0.00131814   0.00175031       228.86
   132  -0.00130601  -0.00157270   0.00204427       230.29
   133  -0.00144008  -0.00180698   0.00231063       231.45
   134  -0.00155161  -0.00201792   0.00254549       232.44
   135  -0.00163875  -0.00220274   0.00274546       233.35
   136  -0.00169989  -0.00235893   0.00290761       234.22
   137  -0.00173378  -0.00248433   0.00302950       235.09
   138  -0.00173943  -0.00257712   0.00310921       235.98
   139  -0.00171618  -0.00263585   0.00314531       236.93
   140  -0.00166366  -0.00265943   0.00313693       237.97
   141  -0.00158178  -0.00264712   0.00308371       239.14
   142  -0.00147071  -0.00259854   0.00298586       240.49
   143  -0.00133079  -0.00251362   0.00284417       242.10
   144  -0.00116260  -0.00239266   0.00266016       244.08
   145  -0.00096631  -0.00223577   0.00243566       246.63
   146  -0.00074409  -0.00204525   0.00217640       250.01
   147  -0.00048685  -0.00181242   0.00187667       254.96
   148  -0.00017865  -0.00152635   0.00153677       -96.68
   149   0.00013141  -0.00123109   0.00123809       -83.91
   150   0.00048046  -0.00089540   0.00101616       -61.78
   151   0.00082434  -0.00054664   0.00098911       -33.55
   152   0.00111835  -0.00021508   0.00113885       -10.89
   153   0.00140052   0.00013059   0.00140659         5.33
   154   0.00162330   0.00043949   0.00168174        15.15
   155   0.00179908   0.00072639   0.00194019        21.99
   156   0.00193797   0.00099944   0.00218050        27.28
   157   0.00203852   0.00125477   0.00239374        31.61
   158   0.00210142   0.00149062   0.00257642        35.35
   159   0.00212712   0.00170475   0.00272595        38.71
   160   0.00211639   0.00189506   0.00284084        41.84
   161   0.00207029   0.00205959   0.00292028        44.85
   162   0.00199022   0.00219659   0.00296411        47.82
   163   0.00187793   0.00230454   0.00297280        50.82
   164   0.00173551   0.00238224   0.00294738        53.93
   165   0.00156537   0.00242880   0.00288954        57.20
   166   0.00137026   0.00244368   0.00280164        60.72
   167   0.00115320   0.00242672   0.00268679        64.58
   168   0.00091746   0.00237813   0.00254897        68.90
   169   0.00066657   0.00229850   0.00239320        73.83
   170   0.00040420   0.00218879   0.00222580        79.54
   171   0.00013418   0.00205036   0.00205474        86.26
   172  -0.00013958   0.00188489   0.00189005        94.24
   173  -0.00041313   0.00169442   0.00174405       103.70
   174  -0.00068253   0.00148129   0.00163097       114.74
   175  -0.00094390   0.00124814   0.00156486       127.10
   176  -0.00119344   0.00099785   0.00155564       140.10
   177  -0.00142756   0.00073352   0.00160499       152.80
   178  -0.00164282   0.00045842   0.00170558       164.41
   179  -0.00183605   0.00017597   0.00184447       174.53
   180  -0.00200437  -0.00011036   0.00200741       183.15
   181  -0.00214520  -0.00039701   0.00218163       190.49
   182  -0.00225632  -0.00068046   0.00235669       196.78
   183  -0.00233590  -0.00095722   0.00252442       202.28
   184  -0.00238248  -0.00122391   0.00267846       207.19
   185  -0.00239504  -0.00147728   0.00281400       211.67
   186  -0.00237297  -0.00171429   0.00292742       215.85
   187  -0.00231607  -0.00193210   0.00301615       219.84
   188  -0.00222456  -0.00212815   0.00307858       223.73
   189  -0.00209905  -0.00230017   0.00311397       227.62
   190  -0.00194053  -0.00244619   0.00312243       231.58
   191  -0.00175030  -0.00256458   0.00310494       235.69
   192  -0.00152991  -0.00265398   0.00306337       240.04
   193  -0.00128106  -0.00271326   0.00300048       244.73
   194  -0.00100553  -0.00274144   0.00292003       249.86
   195  -0.00070418  -0.00273713   0.00282626       255.57
   196  -0.00038032  -0.00269982   0.00272647       261.98
   197  -0.00001916  -0.00262034   0.00262041       269.58
   198   0.00039529  -0.00249711   0.00252820       -81.00
   199   0.00079401  -0.00235460   0.00248487       -71.37
   200   0.00123234  -0.00216440   0.00249064       -60.34
   201   0.00145152  -0.00333568   0.00363782       -66.48
   202   0.00159088  -0.00319808   0.00357193       -63.55
   203   0.00181732  -0.00292291   0.00344181       -58.13
   204   0.00204326  -0.00258553   0.00329543       -51.68
   205   0.00226814  -0.00218580   0.00314995       -43.94
   206   0.00248162  -0.00173185   0.00302618       -34.91
   207   0.00267773  -0.00122788   0.00294583       -24.63
   208   0.00285137  -0.00067732   0.00293071       -13.36
   209   0.00299855  -0.00007886   0.00299958        -1.51
   210   0.00311614   0.00056099   0.00316624        10.21
   211   0.00320179   0.00131108   0.00345983        22.27
   212   0.00325384   0.00192553   0.00378089        30.62
