 [antenna_chara2.dat]

 >>------------------PARA ---------------<< ** >>------- Impedance -------- ------<< ** >>-------    Max Direction Gain&AR(dB) -----<< ** >>------  0(deg) Gain&AR(dB)  -----<<
         para1         para2          para3          para4          para5          para6          para7  **    Zin.re    Zin.im  VSWR-50  VSWR-75 **      Angle        Er        El       Er+El      AR **         Er         El        Er+El       AR
      0.488449      0.046245      0.250000      0.094677      1.029000      2.030416      0.442204 **    144.00    -15.37    2.917    1.950 **  -33.000     0.383     5.442     6.621  10.956 **   -10.616   -15.254    -9.333  11.672
      0.488449      0.046245      0.250000      0.094677      1.030000      2.030416      0.442204 **    148.15    -14.09    2.993    1.999 **  -32.000     0.474     5.379     6.596  11.209 **   -10.582   -15.233    -9.302  11.651
      0.488449      0.046245      0.250000      0.094677      1.031000      2.030416      0.442204 **    152.27    -13.00    3.070    2.050 **  -32.000     0.402     5.315     6.530  11.196 **   -10.551   -15.218    -9.276  11.623
      0.488449      0.046245      0.250000      0.094677      1.032000      2.030416      0.442204 **    156.33    -12.10    3.148    2.101 **  -32.000     0.347     5.250     6.467  11.214 **   -10.522   -15.208    -9.252  11.588
      0.488449      0.046245      0.250000      0.094677      1.033000      2.030416      0.442204 **    160.35    -11.38    3.225    2.152 **  -32.000     0.308     5.185     6.408  11.259 **   -10.495   -15.204    -9.230  11.549
      0.488449      0.046245      0.250000      0.094677      1.034000      2.030416      0.442204 **    164.31    -10.81    3.302    2.203 **  -32.000     0.281     5.118     6.351  11.326 **   -10.470   -15.203    -9.211  11.506
      0.488449      0.046245      0.250000      0.094677      1.035000      2.030416      0.442204 **    168.22    -10.39    3.379    2.254 **  -32.000     0.265     5.052     6.298  11.412 **   -10.447   -15.206    -9.194  11.460
      0.488449      0.046245      0.250000      0.094677      1.036000      2.030416      0.442204 **    172.08    -10.10    3.455    2.304 **  -32.000     0.258     4.986     6.246  11.513 **   -10.425   -15.211    -9.179  11.413
      0.488449      0.046245      0.250000      0.094677      1.037000      2.030416      0.442204 **    175.88     -9.95    3.530    2.354 **  -32.000     0.257     4.920     6.197  11.628 **   -10.404   -15.219    -9.166  11.363
      0.488449      0.046245      0.250000      0.094677      1.038000      2.030416      0.442204 **    179.63     -9.91    3.604    2.404 **  -32.000     0.262     4.855     6.150  11.753 **   -10.385   -15.229    -9.154  11.313
      0.488449      0.046245      0.250000      0.094677      1.039000      2.030416      0.442204 **    183.32     -9.99    3.678    2.453 **   28.000     0.862     4.802     6.275  13.034 **   -10.367   -15.241    -9.143  11.263
      0.488449      0.046245      0.250000      0.094677      1.040000      2.030416      0.442204 **    186.96    -10.18    3.751    2.502 **   28.000     0.865     4.758     6.245  13.135 **   -10.350   -15.255    -9.133  11.211
      0.488449      0.046245      0.250000      0.094677      1.041000      2.030416      0.442204 **    190.54    -10.47    3.823    2.550 **   28.000     0.873     4.715     6.216  13.247 **   -10.334   -15.269    -9.125  11.160
      0.488449      0.046245      0.250000      0.094677      1.042000      2.030416      0.442204 **    194.08    -10.86    3.895    2.597 **   28.000     0.885     4.672     6.189  13.367 **   -10.319   -15.285    -9.117  11.109
      0.488449      0.046245      0.250000      0.094677      1.043000      2.030416      0.442204 **    197.56    -11.34    3.965    2.644 **   28.000     0.899     4.629     6.163  13.494 **   -10.304   -15.301    -9.110  11.058
      0.488449      0.046245      0.250000      0.094677      1.044000      2.030416      0.442204 **    201.00    -11.91    4.035    2.691 **   28.000     0.916     4.587     6.139  13.628 **   -10.291   -15.318    -9.104  11.008
      0.488449      0.046245      0.250000      0.094677      1.045000      2.030416      0.442204 **    204.38    -12.56    4.104    2.737 **   28.000     0.934     4.545     6.115  13.768 **   -10.278   -15.336    -9.098  10.959
      0.488449      0.046245      0.250000      0.094677      1.046000      2.030416      0.442204 **    207.72    -13.30    4.173    2.783 **   28.000     0.954     4.504     6.093  13.911 **   -10.266   -15.354    -9.093  10.910
      0.488449      0.046245      0.250000      0.094677      1.047000      2.030416      0.442204 **    211.02    -14.12    4.240    2.828 **   28.000     0.975     4.464     6.071  14.059 **   -10.254   -15.372    -9.089  10.862
      0.488449      0.046245      0.250000      0.094677      1.048000      2.030416      0.442204 **    214.26    -15.02    4.307    2.873 **   28.000     0.997     4.424     6.050  14.210 **   -10.243   -15.390    -9.084  10.814
      0.488449      0.046245      0.250000      0.094677      1.049000      2.030416      0.442204 **    217.46    -15.99    4.374    2.917 **   28.000     1.019     4.385     6.030  14.363 **   -10.232   -15.408    -9.080  10.768
      0.488449      0.046245      0.250000      0.094677      1.050000      2.030416      0.442204 **    220.62    -17.04    4.440    2.961 **   28.000     1.042     4.346     6.011  14.519 **   -10.221   -15.427    -9.076  10.723
      0.488449      0.046245      0.250000      0.094677      1.051000      2.030416      0.442204 **    223.73    -18.15    4.506    3.005 **   28.000     1.064     4.308     5.992  14.677 **   -10.211   -15.445    -9.073  10.678
      0.488449      0.046245      0.250000      0.094677      1.052000      2.030416      0.442204 **    226.80    -19.34    4.571    3.049 **   28.000     1.087     4.270     5.974  14.836 **   -10.201   -15.463    -9.069  10.635
      0.488449      0.046245      0.250000      0.094677      1.053000      2.030416      0.442204 **    229.83    -20.60    4.635    3.092 **   28.000     1.110     4.233     5.957  14.997 **   -10.192   -15.480    -9.066  10.593
      0.488449      0.046245      0.250000      0.094677      1.054000      2.030416      0.442204 **    232.81    -21.93    4.700    3.135 **   28.000     1.132     4.197     5.940  15.159 **   -10.182   -15.498    -9.063  10.552
      0.488449      0.046245      0.250000      0.094677      1.055000      2.030416      0.442204 **    235.75    -23.33    4.763    3.178 **   28.000     1.155     4.161     5.923  15.322 **   -10.173   -15.514    -9.059  10.512
      0.488449      0.046245      0.250000      0.094677      1.056000      2.030416      0.442204 **    238.65    -24.79    4.827    3.220 **   28.000     1.177     4.126     5.907  15.486 **   -10.164   -15.531    -9.056  10.473
      0.488449      0.046245      0.250000      0.094677      1.057000      2.030416      0.442204 **    241.50    -26.32    4.890    3.262 **   28.000     1.198     4.091     5.891  15.651 **   -10.155   -15.546    -9.053  10.436
      0.488449      0.046245      0.250000      0.094677      1.058000      2.030416      0.442204 **    244.31    -27.92    4.953    3.304 **   28.000     1.220     4.057     5.876  15.816 **   -10.147   -15.561    -9.049  10.400
      0.488449      0.046245      0.250000      0.094677      1.059000      2.030416      0.442204 **    247.07    -29.58    5.015    3.346 **   28.000     1.240     4.023     5.861  15.982 **   -10.138   -15.576    -9.046  10.365
      0.488449      0.046245      0.250000      0.094677      1.060000      2.030416      0.442204 **    249.79    -31.30    5.077    3.388 **   28.000     1.261     3.990     5.846  16.148 **   -10.129   -15.590    -9.042  10.332
      0.488449      0.046245      0.250000      0.094677      1.061000      2.030416      0.442204 **    252.46    -33.09    5.139    3.429 **   28.000     1.281     3.957     5.832  16.315 **   -10.120   -15.602    -9.038  10.300
      0.488449      0.046245      0.250000      0.094677      1.062000      2.030416      0.442204 **    255.09    -34.94    5.201    3.471 **   28.000     1.300     3.925     5.818  16.482 **   -10.112   -15.614    -9.034  10.269
      0.488449      0.046245      0.250000      0.094677      1.063000      2.030416      0.442204 **    257.66    -36.85    5.263    3.512 **   28.000     1.319     3.893     5.804  16.650 **   -10.103   -15.626    -9.030  10.240
      0.488449      0.046245      0.250000      0.094677      1.064000      2.030416      0.442204 **    260.20    -38.82    5.324    3.553 **   28.000     1.338     3.862     5.791  16.817 **   -10.094   -15.636    -9.025  10.212
      0.488449      0.046245      0.250000      0.094677      1.065000      2.030416      0.442204 **    262.68    -40.86    5.385    3.594 **   28.000     1.356     3.831     5.778  16.985 **   -10.085   -15.645    -9.020  10.186
      0.488449      0.046245      0.250000      0.094677      1.066000      2.030416      0.442204 **    265.11    -42.95    5.446    3.635 **   28.000     1.374     3.800     5.765  17.154 **   -10.076   -15.653    -9.015  10.161
      0.488449      0.046245      0.250000      0.094677      1.067000      2.030416      0.442204 **    267.49    -45.10    5.507    3.676 **   28.000     1.391     3.770     5.752  17.323 **   -10.067   -15.660    -9.009  10.137
      0.488449      0.046245      0.250000      0.094677      1.068000      2.030416      0.442204 **    269.82    -47.32    5.568    3.717 **   28.000     1.408     3.740     5.739  17.492 **   -10.058   -15.666    -9.003  10.116
      0.488449      0.046245      0.250000      0.094677      1.069000      2.030416      0.442204 **    272.09    -49.59    5.629    3.758 **   28.000     1.424     3.711     5.727  17.661 **   -10.049   -15.670    -8.997  10.095
      0.488449      0.046245      0.250000      0.094677      1.070000      2.030416      0.442204 **    274.31    -51.92    5.689    3.799 **   28.000     1.440     3.682     5.715  17.831 **   -10.039   -15.674    -8.990  10.076
      0.488449      0.046245      0.250000      0.094677      1.071000      2.030416      0.442204 **    276.47    -54.30    5.750    3.839 **   28.000     1.455     3.654     5.703  18.002 **   -10.029   -15.676    -8.983  10.059
      0.488449      0.046245      0.250000      0.094677      1.072000      2.030416      0.442204 **    278.58    -56.74    5.810    3.880 **   28.000     1.471     3.626     5.691  18.173 **   -10.019   -15.677    -8.975  10.044
      0.488449      0.046245      0.250000      0.094677      1.073000      2.030416      0.442204 **    280.62    -59.23    5.870    3.921 **   28.000     1.485     3.598     5.679  18.344 **   -10.009   -15.676    -8.967  10.030
      0.488449      0.046245      0.250000      0.094677      1.074000      2.030416      0.442204 **    282.61    -61.78    5.931    3.961 **   28.000     1.500     3.570     5.668  18.516 **    -9.998   -15.675    -8.958  10.017
      0.488449      0.046245      0.250000      0.094677      1.075000      2.030416      0.442204 **    284.53    -64.38    5.991    4.002 **   28.000     1.514     3.543     5.656  18.688 **    -9.988   -15.671    -8.949  10.007
      0.488449      0.046245      0.250000      0.094677      1.076000      2.030416      0.442204 **    286.39    -67.03    6.051    4.042 **   28.000     1.527     3.516     5.645  18.862 **    -9.977   -15.667    -8.939   9.998
      0.488449      0.046245      0.250000      0.094677      1.077000      2.030416      0.442204 **    288.19    -69.73    6.111    4.083 **   28.000     1.541     3.490     5.634  19.036 **    -9.965   -15.660    -8.929   9.991
      0.488449      0.046245      0.250000      0.094677      1.078000      2.030416      0.442204 **    289.91    -72.48    6.171    4.123 **   28.000     1.554     3.464     5.623  19.210 **    -9.954   -15.653    -8.918   9.985
      0.488449      0.046245      0.250000      0.094677      1.079000      2.030416      0.442204 **    291.57    -75.27    6.231    4.164 **   28.000     1.566     3.438     5.612  19.386 **    -9.942   -15.643    -8.907   9.981
      0.488449      0.046245      0.250000      0.094677      1.080000      2.030416      0.442204 **    293.17    -78.11    6.291    4.204 **   28.000     1.579     3.412     5.602  19.562 **    -9.929   -15.632    -8.895   9.979
      0.488449      0.046245      0.250000      0.094677      1.081000      2.030416      0.442204 **    294.69    -80.99    6.351    4.245 **   28.000     1.591     3.387     5.591  19.740 **    -9.917   -15.620    -8.882   9.979
      0.488449      0.046245      0.250000      0.094677      1.082000      2.030416      0.442204 **    296.14    -83.92    6.411    4.285 **   28.000     1.602     3.362     5.581  19.918 **    -9.904   -15.606    -8.869   9.981
      0.488449      0.046245      0.250000      0.094677      1.083000      2.030416      0.442204 **    297.51    -86.88    6.471    4.326 **   28.000     1.614     3.337     5.571  20.098 **    -9.890   -15.590    -8.855   9.984
      0.488449      0.046245      0.250000      0.094677      1.084000      2.030416      0.442204 **    298.81    -89.89    6.531    4.367 **   28.000     1.625     3.313     5.561  20.279 **    -9.877   -15.573    -8.841   9.989
      0.488449      0.046245      0.250000      0.094677      1.085000      2.030416      0.442204 **    300.04    -92.92    6.591    4.407 **   28.000     1.636     3.289     5.551  20.461 **    -9.862   -15.553    -8.825   9.996
      0.488449      0.046245      0.250000      0.094677      1.086000      2.030416      0.442204 **    301.18    -96.00    6.651    4.448 **   28.000     1.647     3.265     5.541  20.645 **    -9.848   -15.533    -8.809  10.005
      0.488449      0.046245      0.250000      0.094677      1.087000      2.030416      0.442204 **    302.25    -99.10    6.711    4.489 **   28.000     1.658     3.241     5.531  20.830 **    -9.833   -15.510    -8.793  10.016
      0.488449      0.046245      0.250000      0.094677      1.088000      2.030416      0.442204 **    303.24   -102.24    6.771    4.529 **   28.000     1.668     3.218     5.522  21.016 **    -9.817   -15.486    -8.775  10.028
      0.488449      0.046245      0.250000      0.094677      1.089000      2.030416      0.442204 **    304.15   -105.40    6.831    4.570 **   28.000     1.678     3.194     5.512  21.204 **    -9.801   -15.460    -8.757  10.043
      0.488449      0.046245      0.250000      0.094677      1.090000      2.030416      0.442204 **    304.98   -108.58    6.892    4.611 **   28.000     1.688     3.171     5.503  21.394 **    -9.785   -15.432    -8.738  10.059
      0.488449      0.046245      0.250000      0.094677      1.091000      2.030416      0.442204 **    305.72   -111.79    6.952    4.652 **   28.000     1.698     3.149     5.494  21.586 **    -9.768   -15.402    -8.719  10.077
      0.488449      0.046245      0.250000      0.094677      1.092000      2.030416      0.442204 **    306.39   -115.02    7.012    4.693 **   28.000     1.708     3.126     5.485  21.780 **    -9.750   -15.371    -8.698  10.097
      0.488449      0.046245      0.250000      0.094677      1.093000      2.030416      0.442204 **    306.96   -118.27    7.072    4.734 **   28.000     1.717     3.104     5.476  21.976 **    -9.733   -15.338    -8.677  10.119
      0.488449      0.046245      0.250000      0.094677      1.094000      2.030416      0.442204 **    307.46   -121.54    7.132    4.774 **   28.000     1.726     3.082     5.467  22.174 **    -9.714   -15.303    -8.655  10.143
      0.488449      0.046245      0.250000      0.094677      1.095000      2.030416      0.442204 **    307.87   -124.81    7.193    4.815 **   28.000     1.735     3.060     5.458  22.375 **    -9.695   -15.267    -8.632  10.168
      0.488449      0.046245      0.250000      0.094677      1.096000      2.030416      0.442204 **    308.19   -128.10    7.253    4.857 **   28.000     1.744     3.038     5.449  22.578 **    -9.676   -15.229    -8.609  10.195
      0.488449      0.046245      0.250000      0.094677      1.097000      2.030416      0.442204 **    308.43   -131.39    7.313    4.898 **   28.000     1.753     3.016     5.441  22.784 **    -9.656   -15.189    -8.585  10.225
      0.488449      0.046245      0.250000      0.094677      1.098000      2.030416      0.442204 **    308.58   -134.69    7.374    4.939 **   28.000     1.762     2.995     5.433  22.992 **    -9.635   -15.147    -8.559  10.256
      0.488449      0.046245      0.250000      0.094677      1.099000      2.030416      0.442204 **    308.64   -137.99    7.434    4.980 **   28.000     1.771     2.974     5.424  23.204 **    -9.614   -15.104    -8.533  10.289
