 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
    46.000  -19.4246   -2.2626   -2.3118   -4.0757
    47.000  -19.6046   -2.5654   -2.6175   -4.3682
    48.000  -19.7963   -2.8897   -2.9449   -4.6815
    49.000  -19.9994   -3.2364   -3.2949   -5.0159
    50.000  -20.2139   -3.6063   -3.6684   -5.3723
    51.000  -20.4398   -4.0003   -4.0665   -5.7511
    52.000  -20.6770   -4.4195   -4.4906   -6.1531
    53.000  -20.9255   -4.8652   -4.9419   -6.5791
    54.000  -21.1852   -5.3387   -5.4223   -7.0296
    55.000  -21.4562   -5.8413   -5.9334   -7.5052
    56.000  -21.7386   -6.3746   -6.4774   -8.0065
    57.000  -22.0323   -6.9402   -7.0566   -8.5337
    58.000  -22.3375   -7.5398   -7.6738   -9.0867
    59.000  -22.6543   -8.1747   -8.3320   -9.6646
    60.000  -22.9829   -8.8463   -9.0345  -10.2660
    61.000  -23.3237   -9.5553   -9.7849  -10.8879
    62.000  -23.6768  -10.3012  -10.5869  -11.5255
    63.000  -24.0427  -11.0819  -11.4441  -12.1714
    64.000  -24.4219  -11.8921  -12.3591  -12.8147
    65.000  -24.8149  -12.7216  -13.3326  -13.4404
    66.000  -25.2224  -13.5526  -14.3605  -14.0286
    67.000  -25.6454  -14.3571  -15.4295  -14.5556
    68.000  -26.0848  -15.0947  -16.5098  -14.9953
    69.000  -26.5418  -15.7140  -17.5447  -15.3241
    70.000  -27.0179  -16.1610  -18.4414  -15.5254
    71.000  -27.5148  -16.3953  -19.0803  -15.5947
    72.000  -28.0345  -16.4066  -19.3580  -15.5406
    73.000  -28.5797  -16.2194  -19.2495  -15.3825
    74.000  -29.1533  -15.8823  -18.8263  -15.1458
    75.000  -29.7590  -15.4500  -18.2084  -14.8565
    76.000  -30.0000  -14.9705  -17.5047  -14.5378
    77.000  -30.0000  -14.4793  -16.7898  -14.2088
    78.000  -30.0000  -14.0003  -16.1055  -13.8835
    79.000  -30.0000  -13.5481  -15.4725  -13.5725
    80.000  -30.0000  -13.1312  -14.8990  -13.2827
    81.000  -30.0000  -12.7539  -14.3867  -13.0190
    82.000  -30.0000  -12.4180  -13.9341  -12.7846
    83.000  -30.0000  -12.1240  -13.5384  -12.5813
    84.000  -30.0000  -11.8715  -13.1963  -12.4107
    85.000  -30.0000  -11.6597  -12.9046  -12.2735
    86.000  -30.0000  -11.4879  -12.6604  -12.1704
    87.000  -30.0000  -11.3553  -12.4610  -12.1020
    88.000  -30.0000  -11.2610  -12.3042  -12.0688
    89.000  -30.0000  -11.2047  -12.1880  -12.0714
    90.000  -30.0000  -11.1860  -12.1108  -12.1108




  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   -90.000  -30.0000  -11.1470  -12.0782  -12.0782
   -89.000  -30.0000  -11.1401  -12.0351  -12.1075
   -88.000  -30.0000  -11.1194  -11.9774  -12.1230
   -87.000  -30.0000  -11.0842  -11.9046  -12.1248
   -86.000  -30.0000  -11.0339  -11.8156  -12.1122
   -85.000  -30.0000  -10.9674  -11.7092  -12.0846
   -84.000  -30.0000  -10.8837  -11.5843  -12.0411
